epoch,finetune_deit_tiny_cifar10_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_wRfix_E73 - eval_top1,finetune_deit_tiny_cifar100_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_wRfix_E73 - eval_top1,finetune_deit_tiny_cifar100_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_forgetlagfix - eval_top1,finetune_deit_tiny_cifar10_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_forgetlagfix - eval_top1,finetune_deit_tiny_cifar100_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_sbfix_BETA1.0 - eval_top1,finetune_deit_tiny_cifar10_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_sbfix_BETA1.0 - eval_top1,finetune_deit_tiny_cifar10_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_kakurenbo_F0.20 - eval_top1,finetune_deit_tiny_cifar100_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_kakurenbo_F0.20 - eval_top1,finetune_deit_tiny_cifar100_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_kakurenbo_F0.30 - eval_top1,finetune_deit_tiny_cifar10_from_fdb3k_lr1.0e-3_epochs80_bs512_noCut-mixup_kakurenbo_F0.30 - eval_top1,finetune_deit_tiny_cifar10_from_fdb3k_lr1.0e-3_epochs80_bs512___80ps_noCut-mixup - eval_top1,finetune_deit_tiny_cifar100_from_fdb3k_lr1.0e-3_epochs80_bs512___80ps_noCut-mixup - eval_top1,finetune_deit_tiny_cifar100_from_fdb3k_lr1.0e-3_epochs80_bs512_Baseline_Ep80_2 - eval_top1,finetune_deit_tiny_cifar10_from_fdb3k_lr1.0e-3_epochs80_bs512_Baseline_Ep80_2 - eval_top1
206,,,73.0500033203125,92.640003515625,66.670001953125,88.4900021484375,91.5200048828125,71.8600037109375,71.0900044921875,90.6700041015625,92.6800037109375,73.180001953125,54.310001171875,78.580003515625
207,,,73.0200021484375,92.2000025390625,65.96000234375,88.5600029296875,91.800005078125,72.06000390625,70.63000234375,90.830003125,92.8500052734375,73.1700021484375,54.3300012695313,77.870001171875
208,,,73.6200033203125,92.5600037109375,66.4900013671875,88.4900033203125,91.57000234375,71.8300029296875,71.2700025390625,90.7000037109375,92.5900046875,73.2800021484375,54.2900022460938,78.6500030273437
209,,,73.6100025390625,92.4600037109375,66.8000030273438,88.240002734375,91.4900037109375,71.730002734375,70.9000013671875,90.5800029296875,92.6800037109375,73.2400037109375,54.330002734375,78.5800041992188
210,,,73.4300033203125,92.0900056640625,67.3000028320313,87.95000390625,91.800005078125,72.520003125,71.260003125,90.480003515625,92.7000052734375,72.9100025390625,54.3800009765625,78.8500010742188
211,,,73.210003515625,92.330005078125,67.0300034179687,88.180004296875,91.520004296875,73.130001953125,71.2900029296875,91.0500033203125,92.53000234375,73.4900015625,55.2300018554688,78.2500033203125
212,,,73.48000234375,92.5900041015625,66.720002734375,88.490005078125,91.7700044921875,72.4800036132813,71.1500033203125,90.7400037109375,92.9900037109375,73.0900033203125,54.6300010742188,79.2900032226563
213,,,73.480003515625,91.7300033203125,66.610003125,88.1500048828125,91.5700064453125,71.6500029296875,71.1900030273438,90.4700025390625,92.5500041015625,73.23000234375,55.04000234375,77.4700022460938
214,,,73.6900025390625,92.0800056640625,66.7800043945312,88.2000041015625,91.5900056640625,72.2500029296875,71.3500033203125,90.640004296875,92.3300033203125,73.0900048828125,54.0300021484375,77.4600044921875
215,,,73.2300033203125,92.140003125,67.02000234375,88.4800025390625,91.7200041015625,71.810001953125,71.16000390625,90.4400037109375,92.6000056640625,73.380003125,53.90000078125,77.9900009765625
216,,,73.890003515625,92.460003515625,67.3800026367188,88.810001953125,91.9100048828125,71.9200026367188,71.1900033203125,90.8300048828125,92.7800044921875,73.580003515625,54.280002734375,78.4500026367188
217,,,73.2600029296875,92.420005078125,66.6900020507813,88.6600037109375,91.7000025390625,72.09000234375,70.7800017578125,90.880003515625,92.8000025390625,72.9300025390625,53.960001171875,79.0400010742188
218,,,74.100003125,92.060004296875,67.6800028320313,89.11000390625,91.800002734375,72.7700025390625,71.91000234375,90.65000390625,92.5400033203125,73.81000390625,55.7000017578125,78.5400020507813
219,,,74.0300033203125,92.35000234375,66.960003125,88.9300037109375,91.86000390625,72.390002734375,71.0200033203125,90.520003515625,92.3900056640625,73.78000390625,54.7300018554687,79.0200025390625
220,,,73.450003125,92.8300037109375,67.6100032226563,88.8200044921875,92.0900037109375,72.09000390625,71.2300025390625,90.920004296875,92.93000546875,73.140001171875,54.7800016601563,78.8500036132812
221,,,74.2800021484375,92.7700037109375,67.2900026367188,88.990004296875,91.8500048828125,72.6000017578125,71.1000015625,90.9600044921875,93.0700041015625,73.300002734375,55.2500008789063,78.330003125
222,,,73.770002734375,92.59000546875,67.0400021484375,88.8800033203125,91.8500048828125,72.1500033203125,71.080003125,90.8300056640625,93.010003125,73.620003515625,55.0200016601563,78.9400036132813
223,,,74.0000013671875,92.520005078125,66.910003125,88.5000029296875,92.030004296875,72.680002734375,71.510003515625,90.7300029296875,92.9100044921875,73.8500029296875,55.0700014648437,78.3000024414063
224,,,73.800002734375,92.52000625,66.8900045898438,88.82000390625,92.2900041015625,72.600002734375,71.2900024414062,91.28000546875,92.8400037109375,73.6200025390625,54.870000390625,79.2100033203125
225,,,74.330003125,92.950003125,67.4100020507813,88.750004296875,91.7200029296875,72.740004296875,71.4300029296875,90.89000546875,93.1000046875,73.2800021484375,55.5700017578125,79.5200046875
226,,,74.0300037109375,92.5000060546875,67.4600041992187,88.840003125,91.8000044921875,72.6700037109375,71.3500028320313,90.7600037109375,92.7200037109375,73.8500025390625,55.1300018554687,79.690002734375
227,,,74.22000390625,92.85000234375,67.4100032226562,89.2300037109375,91.6900052734375,72.6500037109375,71.470002734375,90.980004296875,93.3400041015625,73.800003125,55.4200029296875,79.6700041992188
228,,,74.0900025390625,92.7000033203125,67.6400026367188,89.1100044921875,91.9300046875,72.670003515625,71.420002734375,90.9500033203125,93.1900041015625,73.93000390625,54.9700006835938,79.5400036132812
229,,,73.840003515625,92.7000021484375,67.6800014648438,89.05000546875,92.3400044921875,72.590003125,70.8600025390625,91.060003515625,93.0200037109375,73.6000025390625,55.1100022460938,79.1200045898438
230,,,73.4700033203125,92.5600029296875,67.210001953125,89.0000021484375,92.270004296875,72.92000390625,71.76000234375,91.240003515625,92.9200037109375,73.7400037109375,55.3600018554688,78.9700029296875
231,,,74.3500029296875,92.780005078125,67.7400029296875,89.100003515625,92.1500048828125,73.460002734375,71.960003515625,91.04000390625,92.8400044921875,73.78000390625,55.5800004882813,79.0300017578125
232,,,74.290003515625,92.790005859375,68.0900026367188,89.1300046875,92.310005078125,72.550003515625,71.6300025390625,91.520005078125,93.1000037109375,74.010003125,55.2400018554688,79.4100037109375
233,,,74.2500017578125,92.980004296875,67.9000022460938,89.4900041015625,92.1100029296875,73.03000234375,72.4400033203125,91.0300041015625,93.2200037109375,74.3600052734375,56.1300012695313,79.7200041992187
234,,,74.1700029296875,92.8200052734375,67.6600030273437,88.91000390625,92.470005859375,72.9600021484375,71.59000234375,91.2900046875,93.210005859375,73.91000390625,55.99000234375,79.5500047851562
235,,,74.6600025390625,92.8800041015625,67.9600028320313,89.190003515625,91.9600041015625,72.600002734375,71.8700016601562,91.070003125,92.7300046875,74.3100029296875,55.400001953125,80.0600033203125
236,,,74.1100037109375,93.2200037109375,67.5600010742187,89.6600033203125,92.5400060546875,72.9800044921875,71.8300029296875,91.460004296875,92.790002734375,73.820003125,55.4000017578125,80.480003515625
237,,,74.6400021484375,92.9500029296875,68.19000234375,89.2400052734375,92.3800052734375,72.7800033203125,71.64000234375,91.2900056640625,93.4100037109375,74.31000234375,56.0200018554688,80.0500056640625
238,,,74.9500017578125,92.9500048828125,68.0700026367188,89.640003515625,92.300004296875,72.8400033203125,71.5700025390625,91.0400060546875,93.1300041015625,74.07000234375,55.7900005859375,80.710002734375
239,,,74.1400046875,92.7300029296875,67.5600026367188,89.040003515625,92.0300037109375,73.0300029296875,71.520002734375,91.420003515625,92.82000390625,74.000002734375,55.8600016601562,79.7100029296875
240,,,74.6600037109375,92.4100025390625,68.2200037109375,89.5200046875,91.9500033203125,72.950003125,71.950003125,91.42000234375,92.9600056640625,73.8700025390625,55.9200009765625,79.4500026367188
241,,,74.290003515625,92.700003515625,68.1800021484375,89.100003515625,91.9600041015625,73.0900029296875,71.9400033203125,91.190004296875,93.080004296875,74.510002734375,55.6900017578125,80.1700017578125
242,,,74.450004296875,92.5500064453125,68.3400014648438,89.18000390625,92.0800046875,73.360003515625,72.470004296875,91.5000044921875,93.02000390625,74.3400029296875,56.5900024414063,78.970003515625
243,,,74.2600029296875,93.05000546875,68.730003515625,89.460003515625,92.1100041015625,73.3500017578125,72.16000390625,91.3000017578125,93.3300033203125,74.89000234375,55.6500015625,80.6800028320312
244,,,75.0700025390625,92.810002734375,68.740002734375,89.650004296875,92.3900037109375,73.180003125,72.4400025390625,91.510003515625,93.0700041015625,74.1300041015625,56.5600008789063,80.4600037109375
245,,,74.94000390625,92.970005859375,68.1800018554687,89.41000546875,92.3300048828125,73.000003515625,72.36000390625,91.72000234375,93.48000390625,74.5700021484375,56.7400017578125,80.3700034179687
246,,,74.5800021484375,92.9800037109375,68.410003125,89.290004296875,92.210003125,73.5400029296875,72.380001953125,91.7200046875,93.5600044921875,74.890003125,56.7500017578125,80.2200030273438
247,,,74.53000234375,93.070004296875,68.6000018554688,89.50000546875,92.0100044921875,72.64000234375,72.130001953125,91.580004296875,93.280004296875,74.460005078125,57.23000078125,80.5900025390625
248,,,74.7700029296875,93.0700037109375,68.4300032226563,89.7700048828125,92.1200048828125,73.430003125,72.660003125,91.430004296875,93.3800044921875,74.3300021484375,56.8000021484375,80.1300041015625
249,,,74.6100044921875,93.180002734375,68.5600022460937,89.5500041015625,92.19000390625,73.0700025390625,72.040002734375,91.160003125,93.08000390625,74.1700033203125,56.3500021484375,79.0800021484375
250,,,74.4200037109375,93.3100029296875,67.9800025390625,89.590003125,92.4800037109375,73.5100029296875,72.050002734375,91.7400044921875,93.6000052734375,74.30000234375,56.380001171875,80.3900020507813
251,,,74.640003515625,93.1500041015625,67.9600018554688,89.28000234375,91.970003125,73.4600025390625,72.110004296875,91.520003125,93.2200037109375,74.5000033203125,56.670001953125,80.2700026367188
252,,,75.220003125,92.8200029296875,68.280003125,89.460003515625,92.350003515625,73.6300029296875,72.260002734375,91.540004296875,93.3300046875,74.790003515625,56.8200022460938,79.560002734375
253,,,75.12000234375,92.460003515625,68.57000390625,89.2200041015625,92.57000546875,73.7300033203125,72.35000390625,91.68000390625,93.2000037109375,74.5900037109375,57.1200016601563,80.0300017578125
254,,,74.8800021484375,92.900003125,68.6300022460938,89.380003125,92.4800060546875,73.360003515625,72.3000015625,91.7300048828125,93.490003515625,74.94000234375,56.210001171875,79.7800015625
255,,,74.300001953125,92.75000546875,68.83000234375,89.550005859375,92.37000390625,73.6500041015625,72.3400025390625,91.6500041015625,93.080002734375,74.5300017578125,56.4400009765625,80.4700029296875
256,,,75.3800033203125,93.290004296875,68.650003515625,89.5100033203125,92.3500046875,74.1300041015625,73.0300037109375,91.55000546875,93.6000052734375,74.6600021484375,57.7300009765625,80.2200025390625
257,,,74.960001953125,93.000003515625,68.760003125,89.8300037109375,92.3000048828125,74.280002734375,72.72000234375,91.85000390625,93.44000546875,74.8800033203125,57.0900015625,80.090002734375
258,,,74.41000234375,93.0900044921875,68.3100029296875,89.9100041015625,92.6800046875,74.060002734375,72.690002734375,91.8900021484375,93.440004296875,74.6500025390625,57.0700012695312,81.1300030273437
259,,,74.840003125,92.640004296875,68.370004296875,89.5400033203125,92.48000546875,73.4800041015625,72.140001953125,91.5100052734375,93.1900048828125,74.34000390625,57.3000006835938,80.0500037109375
260,,,75.130003515625,92.7400046875,68.9400029296875,89.170002734375,92.550002734375,73.560002734375,72.830003125,91.310004296875,92.9400046875,74.6900021484375,57.1700010742188,79.5500029296875
261,,,74.740003515625,93.2200048828125,69.260001953125,89.9700025390625,92.6600037109375,73.8400041015625,72.970003125,91.660003125,93.51000234375,74.5400029296875,57.1100016601562,80.8300037109375
262,,,75.6200037109375,92.6400033203125,69.150003515625,90.010005078125,92.2100060546875,73.530003515625,73.5500033203125,91.5400041015625,93.520005859375,74.8500025390625,57.6700017578125,80.2200025390625
263,,,75.1300017578125,93.270003515625,68.4300026367188,89.520004296875,92.2600029296875,73.930003515625,72.370003515625,91.72000234375,93.310004296875,74.420001953125,56.4400020507813,80.1200034179687
264,,,75.0200025390625,93.0000033203125,68.9400037109375,90.0200060546875,92.280005078125,73.760003125,72.6100033203125,91.6200056640625,93.4900052734375,74.5800037109375,57.4700022460937,80.4500038085937
265,,,75.1100037109375,92.94000390625,69.3000029296875,89.270005078125,92.150004296875,73.880003125,72.710002734375,91.3300041015625,93.3100037109375,74.490003515625,57.0700015625,80.2300043945312
266,,,75.6000033203125,92.81000390625,68.8400036132813,89.270002734375,92.3700033203125,73.8300021484375,73.2000015625,91.870005859375,93.3200044921875,74.9700029296875,57.4000012695313,80.750003515625
267,,,74.9100044921875,92.600005859375,68.840002734375,89.2400017578125,92.360004296875,73.4400033203125,72.300003125,91.53000390625,93.190004296875,74.9700041015625,56.8100017578125,80.71000234375
268,,,75.650003125,93.0400046875,69.430002734375,88.8000046875,92.330004296875,74.0900037109375,73.1500033203125,91.7500041015625,93.2100044921875,75.1400025390625,57.0100014648437,80.0200016601563
269,,,75.13000234375,93.1400033203125,69.1400029296875,90.120005859375,92.430002734375,74.120003125,72.670003125,91.9800033203125,93.5100052734375,74.9400033203125,57.6100020507812,81.1800038085937
270,,,75.21000390625,93.28000546875,69.4200041015625,89.3800048828125,92.4400046875,74.150001953125,73.0400021484375,91.5400041015625,93.3300044921875,74.7500033203125,57.1100017578125,80.8600006835938
271,,,74.990001953125,93.27000234375,69.2000030273438,89.8600037109375,92.3100033203125,73.8900033203125,72.9500041015625,91.8900044921875,93.63000234375,74.67000234375,57.4700013671875,80.7400033203125
272,,,75.1900041015625,92.8200041015625,69.4200020507813,89.0900044921875,91.9800021484375,73.92000390625,73.280001953125,91.340004296875,93.510003515625,74.6100029296875,57.4500013671875,79.4400032226563
273,,,75.340003515625,93.23000390625,69.0000029296875,89.920004296875,92.6900037109375,74.0000025390625,72.880003125,91.980005078125,93.5300033203125,75.320002734375,57.0000013671875,80.93000234375
274,,,75.550003515625,93.270002734375,69.2900036132812,89.75000390625,92.6600037109375,74.240004296875,73.2100033203125,91.8500037109375,93.660005078125,75.16000234375,57.1200013671875,81.1400030273438
275,,,75.3500025390625,93.4500029296875,69.3500030273438,89.8800041015625,92.160002734375,74.270003125,73.050003515625,92.030004296875,93.410002734375,74.8700025390625,57.8300014648437,80.78000234375
276,,,75.33000390625,93.7800056640625,69.0400041015625,90.0000029296875,92.44000234375,74.3400015625,73.4700044921875,91.8400046875,93.8600037109375,75.1300025390625,57.9300010742188,81.7600025390625
277,,,75.25000234375,93.0300033203125,69.4300034179688,90.310004296875,92.9100044921875,74.38000234375,73.6500029296875,91.790004296875,93.540003515625,74.6700033203125,57.7300021484375,81.170002734375
278,,,75.520003515625,93.490004296875,69.430003125,90.1400033203125,92.6600037109375,73.9300029296875,73.190003125,92.170003515625,93.36000390625,74.6800029296875,58.2100024414063,81.9200028320313
279,,,76.17000390625,93.310003515625,69.6400018554688,90.4000048828125,92.4700041015625,73.890002734375,72.940003515625,91.77000390625,93.450005078125,74.970003125,57.9800029296875,81.3400037109375
280,,,75.490003515625,93.6000044921875,69.100003125,89.9500037109375,92.4800048828125,74.4800025390625,73.3700033203125,91.89000390625,93.480002734375,74.99000390625,58.1900017578125,81.0700048828125
281,,,75.7400037109375,93.450003515625,69.3700025390625,90.0800044921875,92.7200048828125,74.630004296875,73.530003515625,92.140003515625,93.6800060546875,75.02000390625,57.9700008789063,80.6900020507812
282,,,75.7600029296875,93.330003515625,69.320002734375,90.3500033203125,92.5700037109375,74.500003515625,73.53000234375,91.9600052734375,93.6700037109375,75.160003125,57.8300016601563,81.4000046875
283,,,75.5800029296875,93.4500044921875,69.3800021484375,90.030003515625,92.2100025390625,74.300003125,73.5300037109375,92.0700033203125,93.7200041015625,74.6000021484375,58.2200020507812,80.5500018554688
284,,,75.7000046875,93.290005859375,70.100003125,90.2400041015625,92.6900025390625,74.13000390625,73.2600052734375,91.6000041015625,93.7200046875,75.10000390625,58.3600021484375,81.5200033203125
285,,,75.5800041015625,93.4000052734375,69.520003125,90.270003515625,92.9000048828125,74.030003125,73.57000234375,92.2000041015625,93.8400033203125,75.530002734375,58.1200021484375,81.5000018554688
286,,,75.500003125,93.5100041015625,69.9800025390625,90.32000390625,93.0700029296875,74.300001953125,73.3400033203125,92.3300025390625,93.9200044921875,75.0400029296875,58.3200013671875,81.8200034179688
287,,,76.040004296875,93.3600029296875,69.8000041015625,90.26000390625,92.830003515625,74.8900029296875,73.610003125,91.990003515625,93.6600064453125,75.610003125,57.8400015625,81.4600033203125
288,,,75.52000234375,93.6700046875,69.840001953125,90.340003125,92.910002734375,74.32000234375,73.5100029296875,92.2100048828125,93.7700037109375,75.2500025390625,58.1700024414062,81.6300046875
289,,,76.090003515625,93.3400033203125,70.180003125,90.0100037109375,92.3300037109375,74.6000037109375,73.8800021484375,92.090003125,93.590005078125,75.780003125,58.6500010742188,81.520005078125
290,,,75.630003515625,93.41000390625,69.5500048828125,90.02000625,92.79000390625,73.8800037109375,73.5200015625,92.00000546875,93.5800046875,75.290002734375,57.4800022460938,81.3700034179687
291,,,75.600002734375,93.2600056640625,69.7900029296875,90.330003515625,92.930004296875,74.2300029296875,73.4800037109375,92.0900037109375,93.49000546875,74.900003515625,58.270001953125,81.43000078125
292,,,76.29000390625,93.27000390625,70.050003515625,89.980004296875,93.0000033203125,74.8600029296875,73.680002734375,92.370005078125,93.6400046875,76.060001953125,58.4400006835938,82.2200030273438
293,,,75.8500029296875,93.02000390625,70.0400034179688,90.26000390625,92.6100041015625,74.5200033203125,73.880004296875,92.06000390625,93.5900044921875,74.78000234375,58.5100017578125,81.39000390625
294,,,76.0400025390625,93.7000046875,70.250003515625,90.6900041015625,92.9600037109375,74.4500037109375,73.610003125,92.200004296875,93.9600046875,75.5300033203125,58.1800018554688,81.4100036132813
295,,,76.1600037109375,93.370004296875,70.3600033203125,90.2900015625,92.8000041015625,74.6800029296875,74.330003125,92.03000390625,93.7500046875,75.920002734375,58.690001171875,82.040003515625
296,,,75.63000390625,93.4100033203125,70.130002734375,90.5900033203125,92.8800044921875,74.820005078125,73.7700029296875,91.95000390625,93.6700037109375,75.440003125,58.4100015625,82.520001171875
297,,,75.3200025390625,93.62000390625,69.9000029296875,90.510003515625,92.84000546875,74.8300029296875,73.380004296875,92.450003125,93.540003515625,74.7000033203125,58.4900013671875,82.0400033203125
298,,,76.150003515625,93.59000390625,70.170003515625,90.2600044921875,92.2800044921875,74.3600025390625,73.9800029296875,91.6800021484375,93.650004296875,75.200002734375,59.1400015625,81.9600025390625
299,,,75.8400033203125,93.3700048828125,70.340001953125,90.3900046875,93.0900033203125,74.3500017578125,73.410002734375,92.300003125,93.660003515625,75.7900017578125,59.0200015625,81.9900037109375
300,,,76.2300033203125,93.2000044921875,70.1900033203125,89.98000546875,93.050004296875,74.680003515625,73.86000390625,92.2000046875,93.5700041015625,75.940001953125,58.980001953125,80.820003125
301,,,76.2700041015625,93.7300046875,70.1700041015625,90.6200056640625,92.19000390625,74.420001953125,73.95000390625,91.7200046875,93.760003125,75.5900033203125,58.610001171875,82.1500044921875
302,,,76.1700033203125,93.4800029296875,70.090003515625,90.6900041015625,93.190003515625,74.9100021484375,74.1100044921875,92.540003125,93.8900048828125,76.0100037109375,59.190001953125,81.9900044921875
303,,,76.0900041015625,93.670003515625,70.1400021484375,90.460003515625,92.87000546875,74.4900033203125,73.770002734375,92.1600021484375,93.530004296875,75.5400017578125,58.43000234375,82.65000234375
304,,,75.9900033203125,93.6500048828125,70.6100036132813,90.6400037109375,93.0600033203125,74.7700029296875,73.7500037109375,92.090003125,93.9600044921875,75.2900033203125,59.0000016601563,81.9200029296875
305,,,75.7500044921875,93.620004296875,70.6700015625,90.7500041015625,92.7800037109375,74.7900033203125,73.5200021484375,92.3000033203125,93.750005078125,75.8200025390625,58.8000034179688,81.5400040039063
306,,,75.900002734375,93.8400044921875,70.7300033203125,90.4400048828125,93.620004296875,75.0000033203125,73.5500033203125,92.4700029296875,94.00000234375,75.5600025390625,59.1100014648437,82.6200029296875
307,,,76.1500029296875,93.6400046875,70.920002734375,90.200003125,92.7300044921875,74.8400025390625,73.66000234375,92.0400041015625,93.8000048828125,75.5900037109375,59.130001953125,81.8300033203125
308,,,76.3800056640625,93.2800052734375,70.6100033203125,90.240003515625,93.0100046875,75.2400021484375,74.1300021484375,92.61000390625,93.6700046875,75.9100029296875,59.6800020507813,82.4000043945313
309,,,76.3600017578125,93.5500041015625,70.780004296875,90.2100029296875,92.9300025390625,74.9600013671875,73.650002734375,92.3900037109375,93.990003515625,76.450003125,59.2800028320313,81.6600057617188
310,,,76.000003515625,93.650004296875,70.29000234375,90.41000546875,93.0300044921875,74.830003125,73.76000390625,92.3300048828125,93.850003515625,75.880003515625,58.5900028320313,82.1100041015625
311,,,75.810002734375,93.5200046875,70.8800025390625,90.250003515625,92.8900029296875,75.0200025390625,73.730003125,92.420004296875,93.7100044921875,75.5800041015625,59.5000021484375,82.200002734375
312,,,75.6900033203125,92.9600037109375,70.5000015625,90.520003515625,92.7000044921875,74.590003515625,73.8800037109375,92.3200029296875,93.48000390625,75.6800033203125,59.8300033203125,82.99000078125
313,,,76.3600029296875,93.6000021484375,70.750003125,90.5900033203125,92.9400044921875,74.9700033203125,74.10000234375,92.080003515625,93.6300021484375,75.5300041015625,59.92000234375,82.8400044921875
314,,,76.4200041015625,93.6700046875,70.73000390625,90.5400033203125,92.9800041015625,75.0600021484375,74.1800041015625,92.330004296875,93.5900048828125,75.8400041015625,59.2200018554688,82.29000234375
315,,,76.3100025390625,93.2400033203125,71.0000048828125,90.7300037109375,93.130005859375,75.030002734375,74.530003125,92.600003125,93.6900052734375,75.3600029296875,59.3800024414063,82.8200033203125
316,,,76.110002734375,93.4200044921875,71.020001953125,90.850004296875,93.110003125,75.3900021484375,73.990001171875,92.4700052734375,93.97000546875,75.500002734375,59.9500017578125,82.7700055664063
317,,,76.570003515625,93.5400044921875,70.8400009765625,90.4600048828125,93.0400046875,75.080004296875,74.300003125,92.36000546875,93.9900029296875,75.640002734375,59.8600014648437,82.6400029296875
318,,,76.350002734375,93.5900048828125,71.28000234375,90.350002734375,93.1100025390625,75.230001953125,74.3400033203125,92.2800033203125,93.9600052734375,76.000003125,59.6000010742188,82.770003515625
319,,,76.760001953125,93.5000037109375,71.3800037109375,90.420003515625,92.9600060546875,75.0700041015625,74.190002734375,92.33000546875,93.5700044921875,76.32000390625,59.7000021484375,81.8300018554688
320,,,76.4700033203125,93.6800048828125,70.990003125,90.810005078125,93.0900044921875,75.45000390625,74.450003125,92.91000390625,93.9200048828125,76.3100037109375,59.8100020507813,82.810001953125
321,,,76.09000234375,93.940005859375,70.40000390625,90.980005078125,92.99000546875,74.700002734375,74.0400029296875,92.4800048828125,94.110003515625,75.5400041015625,58.8900024414063,83.2100021484375
322,,,76.470002734375,93.9100041015625,71.4000037109375,90.8000041015625,93.1800056640625,75.3400029296875,74.230001953125,92.6400044921875,94.030003515625,76.3300037109375,60.06000078125,82.4900021484375
323,,,76.490003125,93.950004296875,71.200001953125,90.80000390625,93.4200044921875,75.12000390625,74.4200025390625,92.820002734375,94.2200025390625,76.1200037109375,59.93000234375,82.4000013671875
324,,,76.290002734375,93.8500046875,70.4800044921875,90.840003515625,92.9400033203125,74.930004296875,74.110003125,92.1400046875,93.9900046875,75.9300021484375,60.3200017578125,82.6000009765625
325,,,76.8300033203125,93.800004296875,70.90000390625,90.8700046875,93.290004296875,75.3800037109375,74.56000234375,92.5300041015625,94.3300041015625,75.6300029296875,60.4800018554688,83.27000234375
326,,,76.920002734375,93.920003125,71.2700025390625,90.57000390625,93.1400060546875,75.4500033203125,74.74000234375,92.6300060546875,94.1400044921875,76.1800041015625,59.8500022460938,81.8200044921875
327,,,76.5500037109375,94.04000546875,70.8000033203125,91.19000390625,93.0700052734375,75.420002734375,74.0700029296875,92.5700048828125,94.3900046875,76.3200041015625,59.6700016601563,82.7400017578125
328,,,76.250005078125,94.0400048828125,71.030002734375,91.0700056640625,93.36000390625,74.7600033203125,74.290001953125,92.780003125,93.83000390625,75.830004296875,60.17000234375,83.2800020507812
329,,,76.18000234375,93.800004296875,71.0600021484375,90.6400048828125,93.4800044921875,74.9300037109375,73.780001953125,92.61000390625,93.9300052734375,75.580002734375,59.7800014648437,82.5900037109375
330,,,76.700003125,93.430005859375,71.1600024414063,90.490003125,93.4600041015625,74.9700021484375,74.440003515625,92.2600029296875,94.0300048828125,75.75000390625,60.7500013671875,83.240002734375
331,,,76.56000390625,93.5800052734375,71.2700021484375,90.720002734375,93.2900048828125,75.6300021484375,74.770003125,92.3800041015625,93.830005078125,76.07000390625,60.620001171875,82.4300040039062
332,,,76.8400041015625,94.040003125,71.4000026367188,90.9300041015625,92.8600046875,75.0700041015625,74.6300037109375,92.7300044921875,93.7300037109375,76.0500041015625,60.5100006835938,82.70000390625
333,,,75.9400025390625,93.9600044921875,71.0600033203125,91.11000390625,93.2200064453125,75.230001953125,74.770003125,92.710003515625,93.750005078125,76.270004296875,60.110001171875,82.8500026367188
334,,,76.470002734375,94.0900046875,71.84000390625,91.0900046875,93.1900041015625,75.9000021484375,74.8100015625,92.6100044921875,94.240003515625,76.18000234375,60.1400014648438,83.1300046875
335,,,76.000003515625,93.98000546875,71.2900037109375,90.9000041015625,93.4600046875,75.6100041015625,74.250002734375,92.510004296875,94.030004296875,75.63000390625,60.2700016601562,83.000001171875
336,,,76.120003515625,93.890003125,71.6200026367188,90.8700041015625,93.090005078125,75.7000029296875,74.4700029296875,92.7600044921875,94.170002734375,76.05000390625,60.1000020507813,83.5800038085938
337,,,76.040001953125,93.980004296875,71.6200037109375,91.1700041015625,93.26000546875,75.430003515625,74.760003515625,92.6900048828125,94.1600037109375,76.3500029296875,60.0700012695313,83.1900037109375
338,,,76.540003515625,93.500003125,71.27000234375,91.07000390625,92.900004296875,75.970001171875,75.1000033203125,92.5200044921875,93.9900044921875,75.8000044921875,60.1400020507812,83.800001953125
339,,,76.4400029296875,93.7200044921875,71.480003515625,90.8700033203125,93.1000029296875,75.4900029296875,74.910002734375,92.6600048828125,93.9400052734375,75.7500044921875,60.2200018554688,83.3300021484375
340,,,76.310004296875,93.900005078125,70.83000234375,91.0000048828125,93.410003125,75.3900021484375,74.9800029296875,92.920003515625,93.9100046875,75.9400029296875,59.78000234375,83.3200013671875
341,,,76.2700017578125,93.6600064453125,71.3900021484375,90.9600046875,93.27000390625,75.400001171875,74.870005078125,92.8300041015625,93.9900041015625,76.1000025390625,60.5500021484375,83.11000390625
342,,,76.3400025390625,94.040003125,71.5300029296875,90.93000234375,93.270005078125,75.380003125,74.920003515625,92.990004296875,93.9300033203125,76.030003515625,60.4900015625,82.7900036132812
343,,,77.1800037109375,93.96000390625,71.630003125,90.9400037109375,93.4200044921875,75.230001953125,75.0800015625,92.7900044921875,94.3200044921875,76.410003515625,60.1500025390625,82.7
344,,,77.0100033203125,94.050005078125,71.550002734375,91.110003515625,93.36000390625,75.190003515625,74.950004296875,93.150005078125,94.110003515625,76.640004296875,60.5800024414063,83.910001171875
